"OBJECTID","FNAME","CLASS","DESCRIPTIO","COORD_X","COORD_Y","admin1Name","admin1Pcod","admin2Name","admin2Pcod","admin0Name","admin0Pcod","rowcacode0","Pcod1_iso3","Pcod2_iso3","coords.x1","coords.x2","optional"
"482","Wehteh",0,NA,-8.09424,4.96618,"Grand Kru","LR07","Kpi","LR0713","Liberia","LR","LBR","LBR007","LBR007013",-8.09423999999996,4.96618000000007,TRUE
"483","Weteken",0,NA,-8.09424,4.96618,"Grand Kru","LR07","Kpi","LR0713","Liberia","LR","LBR","LBR007","LBR007013",-8.09423999999996,4.96618000000007,TRUE
"484","Tarwroken (Longrar Ci",0,NA,-8.18238,4.9664,"Grand Kru","LR07","Kpi","LR0713","Liberia","LR","LBR","LBR007","LBR007013",-8.18237999999997,4.96640000000002,TRUE
"485","Lontar",0,NA,-8.18238,4.9664,"Grand Kru","LR07","Kpi","LR0713","Liberia","LR","LBR","LBR007","LBR007013",-8.18237999999997,4.96640000000002,TRUE
"486","Touwloken",0,NA,-7.5619,4.96688,"River Gee","LR13","Tuobo","LR1310","Liberia","LR","LBR","LBR013","LBR013010",-7.56189999999998,4.96688000000006,TRUE
"487","Sumpen Village",0,NA,-8.80227,4.97134,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.80226999999996,4.97134000000005,TRUE
"488","Blompon",0,NA,-8.78898,4.97155,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.78897999999998,4.97155000000004,TRUE
"489","Jlatrukpo",0,NA,-8.66557,4.97642,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.66556999999995,4.97642000000008,TRUE
"490","Tarwoken",0,NA,-7.69524,4.97789,"River Gee","LR13","Tuobo","LR1310","Liberia","LR","LBR","LBR013","LBR013010",-7.69523999999996,4.97789000000006,TRUE
"491","Partaken",0,NA,-7.55859,4.97825,"River Gee","LR13","Tuobo","LR1310","Liberia","LR","LBR","LBR013","LBR013010",-7.55858999999998,4.97825000000006,TRUE
"492","Gbaken",0,NA,-7.94562,4.98117,"Maryland","LR10","Gwelekpoken","LR1001","Liberia","LR","LBR","LBR010","LBR010001",-7.94561999999996,4.98117000000002,TRUE
"493","Seethum New",0,NA,-8.71812,4.98229,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.71811999999994,4.98229000000003,TRUE
"494","Klowen",0,NA,-8.68334,4.98243,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.68333999999993,4.98243000000002,TRUE
"495","Tardoe",0,NA,-8.90339,4.98292,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.90338999999994,4.98292000000004,TRUE
"496","Karquekpo",0,NA,-8.64923,4.98338,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.64922999999993,4.98338000000007,TRUE
"497","Taybue",0,NA,-8.18348,4.9836,"Grand Kru","LR07","Kpi","LR0713","Liberia","LR","LBR","LBR007","LBR007013",-8.18347999999997,4.98360000000002,TRUE
"498","Taybue",0,NA,-8.18348,4.9836,"Grand Kru","LR07","Kpi","LR0713","Liberia","LR","LBR","LBR007","LBR007013",-8.18347999999997,4.98360000000002,TRUE
"499","Karquekpo",0,NA,-8.64817,4.98373,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.64816999999994,4.98373000000004,TRUE
"500","Duogboken",0,NA,-8.04928,4.98441,"Grand Kru","LR07","Kpi","LR0713","Liberia","LR","LBR","LBR007","LBR007013",-8.04927999999995,4.98441000000003,TRUE
"501","Duogboken",0,NA,-8.04928,4.98441,"Grand Kru","LR07","Kpi","LR0713","Liberia","LR","LBR","LBR007","LBR007013",-8.04927999999995,4.98441000000003,TRUE
"502","Geesanken",0,NA,-7.96602,4.98494,"Maryland","LR10","Whojah","LR1007","Liberia","LR","LBR","LBR010","LBR010007",-7.96601999999996,4.98494000000005,TRUE
"503","Wloh Village",0,NA,-8.80744,4.98527,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.80743999999993,4.98527000000007,TRUE
"504","Sayjlay Village",0,NA,-8.80495,4.98541,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.80494999999996,4.98541000000006,TRUE
"505","Karquekpo",0,NA,-8.64936,4.98547,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.64935999999994,4.98547000000002,TRUE
"506","Soloken",0,NA,-8.04605,4.98614,"Grand Kru","LR07","Kpi","LR0713","Liberia","LR","LBR","LBR007","LBR007013",-8.04604999999998,4.98614000000003,TRUE
"507","Soloken",0,NA,-8.04605,4.98614,"Grand Kru","LR07","Kpi","LR0713","Liberia","LR","LBR","LBR007","LBR007013",-8.04604999999998,4.98614000000003,TRUE
"508","Fuefulpon",0,NA,-8.61752,4.9863,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.61751999999996,4.98630000000003,TRUE
"509","Tweh",0,NA,-8.85364,4.98715,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.85363999999993,4.98715000000004,TRUE
"510","Bleedee Village",0,NA,-8.85668,4.98717,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.85667999999993,4.98717000000005,TRUE
"511","Sweaken(1)",3,"Capital of District",-7.70972,4.98778,"River Gee","LR13","Tuobo","LR1310","Liberia","LR","LBR","LBR013","LBR013010",-7.70971999999995,4.98778000000004,TRUE
"512","Toubo Sweaken",0,NA,-7.71116,4.9878,"River Gee","LR13","Tuobo","LR1310","Liberia","LR","LBR","LBR013","LBR013010",-7.71115999999995,4.98780000000005,TRUE
"513","Dioh Town",0,NA,-9.02292,4.98819,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.02291999999994,4.98819000000003,TRUE
"514","Warkpo(Wasswa City)",0,NA,-8.41302,4.98848,"Grand Kru","LR07","Bolloh","LR0703","Liberia","LR","LBR","LBR007","LBR007003",-8.41301999999996,4.98848000000004,TRUE
"515","Kabada",0,NA,-8.84156,4.98906,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.84155999999996,4.98906000000005,TRUE
"516","Kabada",3,"Capital of District",-8.84167,4.98972,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.84166999999997,4.98972000000003,TRUE
"517","Bokrulba",0,NA,-8.87948,4.98976,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.87947999999994,4.98976000000005,TRUE
"518","Gortiken",0,NA,-7.98173,4.9898,"Maryland","LR10","Whojah","LR1007","Liberia","LR","LBR","LBR010","LBR010007",-7.98172999999997,4.98980000000006,TRUE
"519","Polay T",0,NA,-8.87414,4.98991,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.87413999999995,4.98991000000007,TRUE
"520","Tarborken",0,NA,-8.77336,4.99024,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.77335999999997,4.99024000000003,TRUE
"521","Darbye",0,NA,-8.95539,4.99034,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.95538999999997,4.99034000000006,TRUE
"522","Tehtiken",0,NA,-8.04241,4.99041,"Grand Kru","LR07","Kpi","LR0713","Liberia","LR","LBR","LBR007","LBR007013",-8.04240999999996,4.99041000000005,TRUE
"523","Tehtiken",0,NA,-8.04241,4.99041,"Grand Kru","LR07","Kpi","LR0713","Liberia","LR","LBR","LBR007","LBR007013",-8.04240999999996,4.99041000000005,TRUE
"524","Bannah New Town",0,NA,-9.00428,4.99081,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-9.00427999999994,4.99081000000007,TRUE
"525","Bokre",0,NA,-8.59744,4.99119,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.59743999999995,4.99119000000007,TRUE
"526","Panama",0,NA,-8.9387,4.99128,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.93869999999993,4.99128000000007,TRUE
"527","Gbawiliken Cavalla",0,NA,-7.84713,4.99194,"Maryland","LR10","Nyorken","LR1005","Liberia","LR","LBR","LBR010","LBR010005",-7.84712999999994,4.99194000000006,TRUE
"528","Tchien",0,NA,-8.60774,4.99195,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.60773999999998,4.99195000000003,TRUE
"529","Doeteh",0,NA,-8.94932,4.99212,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.94931999999994,4.99212000000006,TRUE
"530","Sewon",0,NA,-8.96506,4.99247,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.96505999999994,4.99247000000003,TRUE
"531","Kwitatuson",0,NA,-8.78873,4.99249,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.78872999999993,4.99249000000003,TRUE
"532","Rock",0,NA,-8.83357,4.99252,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.83356999999995,4.99252000000007,TRUE
"533","Seebodroh",0,NA,-8.28311,4.99254,"Grand Kru","LR07","Dorbor","LR0705","Liberia","LR","LBR","LBR007","LBR007005",-8.28310999999997,4.99254000000008,TRUE
"534","Togbah Village",0,NA,-8.82696,4.99305,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.82695999999993,4.99305000000004,TRUE
"535","Bokroba 1",0,NA,-8.88363,4.99309,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.88362999999993,4.99309000000005,TRUE
"536","Seabeh",0,NA,-9.02989,4.99333,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.02988999999997,4.99333000000007,TRUE
"537","Toldoe",0,NA,-8.96614,4.99342,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.96613999999994,4.99342000000007,TRUE
"538","Nyeswah",0,NA,-8.93414,4.99343,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.93413999999996,4.99343000000005,TRUE
"539","Madison Doe",0,NA,-8.96918,4.99375,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.96917999999994,4.99375000000003,TRUE
"540","Siaklay",0,NA,-8.04097,4.99442,"Grand Kru","LR07","Kpi","LR0713","Liberia","LR","LBR","LBR007","LBR007013",-8.04096999999996,4.99442000000005,TRUE
"541","Siaklay",0,NA,-8.04097,4.99442,"Grand Kru","LR07","Kpi","LR0713","Liberia","LR","LBR","LBR007","LBR007013",-8.04096999999996,4.99442000000005,TRUE
"542","Yandro",0,NA,-8.67454,4.99474,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.67453999999998,4.99474000000004,TRUE
"543","Saydee",0,NA,-8.93182,4.99476,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.93181999999996,4.99476000000004,TRUE
"544","Kargeor",0,NA,-8.97402,4.99537,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.97401999999994,4.99537000000004,TRUE
"545","Tityyen Village",0,NA,-8.66806,4.9955,"Sinoe","LR15","Jaedae","LR1506","Liberia","LR","LBR","LBR015","LBR015006",-8.66805999999997,4.99550000000005,TRUE
"546","Seabeh",0,NA,-9.02972,4.99577,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.02971999999994,4.99577000000005,TRUE
"547","Isaac Town",0,NA,-9.00003,4.99578,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-9.00002999999998,4.99578000000002,TRUE
"548","Wortuken",0,NA,-7.54755,4.99596,"River Gee","LR13","Tuobo","LR1310","Liberia","LR","LBR","LBR013","LBR013010",-7.54754999999994,4.99596000000003,TRUE
"549","Mission",0,NA,-8.91625,4.99669,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.91624999999993,4.99669000000006,TRUE
"550","Tubmanville Mission",0,NA,-8.89479,4.99687,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.89478999999994,4.99687000000006,TRUE
"551","Booklee",0,NA,-8.75358,4.99713,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.75357999999994,4.99713000000003,TRUE
"552","Seabeh",0,NA,-9.02833,4.99748,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.02832999999993,4.99748000000005,TRUE
"553","Kokpenken",0,NA,-8.80109,4.99786,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.80108999999993,4.99786000000006,TRUE
"554","Mannah",0,NA,-8.92663,4.99821,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.92662999999993,4.99821000000003,TRUE
"555","Tubmanville Mission",0,NA,-8.89546,4.99857,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.89545999999996,4.99857000000003,TRUE
"556","Togba",0,NA,-8.95347,4.99887,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.95346999999998,4.99887000000007,TRUE
"557","Swen Dugbe",0,NA,-8.95498,4.9989,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.95497999999998,4.99890000000005,TRUE
"558","Seabeh",0,NA,-9.03109,4.99896,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.03108999999995,4.99896000000007,TRUE
"559","Gwelekpoken",0,NA,-7.8991,4.99902,"Maryland","LR10","Gwelekpoken","LR1001","Liberia","LR","LBR","LBR010","LBR010001",-7.89909999999998,4.99902000000003,TRUE
"560","Tumaken",0,NA,-7.69456,4.99936,"River Gee","LR13","Tuobo","LR1310","Liberia","LR","LBR","LBR013","LBR013010",-7.69455999999997,4.99936000000002,TRUE
"561","Saykleken",0,NA,-7.54569,4.99966,"River Gee","LR13","Tuobo","LR1310","Liberia","LR","LBR","LBR013","LBR013010",-7.54568999999998,4.99966000000006,TRUE
"562","Bannah Old Town",0,NA,-8.98637,4.99971,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.98636999999997,4.99971000000005,TRUE
"563","Gmankan Creek",0,NA,-8.91792,5.00004,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.91791999999998,5.00004000000007,TRUE
"564","Kanmoh",0,NA,-8.91474,5.00051,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.91473999999994,5.00051000000008,TRUE
"565","Jlaturken",0,NA,-8.03989,5.00189,"Grand Kru","LR07","Kpi","LR0713","Liberia","LR","LBR","LBR007","LBR007013",-8.03988999999996,5.00189000000006,TRUE
"566","Jlaturken",0,NA,-8.03989,5.00189,"Grand Kru","LR07","Kpi","LR0713","Liberia","LR","LBR","LBR007","LBR007013",-8.03988999999996,5.00189000000006,TRUE
"567","Down Town",0,NA,-9.03614,5.003,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.03613999999993,5.00300000000004,TRUE
"568","Bolo",0,NA,-8.94684,5.00303,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.94683999999995,5.00303000000002,TRUE
"569","Gmankan Creek",0,NA,-8.91397,5.00317,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.91396999999995,5.00317000000007,TRUE
"570","Kaykpo",0,NA,-8.61847,5.00359,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.61846999999995,5.00359000000003,TRUE
"571","Wiah",0,NA,-8.80972,5.00411,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.80971999999997,5.00411000000003,TRUE
"572","Henry Wleh",0,NA,-9.00194,5.00432,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-9.00193999999993,5.00432000000006,TRUE
"573","Down Town",0,NA,-9.03743,5.00451,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.03742999999997,5.00451000000004,TRUE
"574","Red Hill",0,NA,-9.03503,5.00552,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.03502999999995,5.00552000000005,TRUE
"575","Fish Town",0,NA,-9.03878,5.00673,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.03877999999997,5.00673000000006,TRUE
"576","Kwitatuzon Junction",0,NA,-8.7913,5.00709,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.79129999999998,5.00709000000006,TRUE
"577","Down Town",0,NA,-9.03594,5.00813,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.03593999999993,5.00813000000005,TRUE
"578","Teah Town",0,NA,-9.03336,5.00813,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.03335999999996,5.00813000000005,TRUE
"579","De-blacene-wen",0,NA,-8.78822,5.00826,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.78821999999997,5.00826000000006,TRUE
"580","Daniel Village",0,NA,-8.65314,5.00898,"Sinoe","LR15","Jaedae","LR1506","Liberia","LR","LBR","LBR015","LBR015006",-8.65313999999995,5.00898000000007,TRUE
"581","Swenpon",0,NA,-8.60021,5.00905,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.60020999999995,5.00905000000006,TRUE
"582","Teah Town",0,NA,-9.03434,5.00944,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.03433999999993,5.00944000000004,TRUE
"583","New Kru Town",0,NA,-9.03825,5.01002,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.03824999999995,5.01002000000005,TRUE
"584","Snehpeen Village",0,NA,-8.94237,5.0105,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.94236999999993,5.01050000000004,TRUE
"585","Numaken",0,NA,-7.76157,5.0108,"River Gee","LR13","Tuobo","LR1310","Liberia","LR","LBR","LBR013","LBR013010",-7.76156999999995,5.01080000000007,TRUE
"586","Greenville",2,"Capital of County",-9.03889,5.01111,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.03888999999998,5.01111000000003,TRUE
"587","New Kru Town",0,NA,-9.04261,5.01141,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.04260999999997,5.01141000000007,TRUE
"588","New Kru Town",0,NA,-9.04039,5.01141,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.04038999999995,5.01141000000007,TRUE
"589","Congo Town",0,NA,-9.03725,5.01176,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.03724999999997,5.01176000000004,TRUE
"590","Kayteah",0,NA,-8.2806,5.01196,"Grand Kru","LR07","Dorbor","LR0705","Liberia","LR","LBR","LBR007","LBR007005",-8.28059999999994,5.01196000000004,TRUE
"591","Geplaken",0,NA,-7.55453,5.01284,"River Gee","LR13","Tuobo","LR1310","Liberia","LR","LBR","LBR013","LBR013010",-7.55452999999994,5.01284000000004,TRUE
"592","Borteh",0,NA,-8.87103,5.01306,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.87102999999996,5.01306000000005,TRUE
"593","Tenken",0,NA,-7.85939,5.0133,"Maryland","LR10","Nyorken","LR1005","Liberia","LR","LBR","LBR010","LBR010005",-7.85938999999996,5.01330000000007,TRUE
"594","Doe",0,NA,-8.93155,5.01388,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.93154999999996,5.01388000000003,TRUE
"595","New Kru Town",0,NA,-9.04766,5.0143,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.04765999999995,5.01430000000005,TRUE
"596","Robinson Village",0,NA,-8.47293,5.01462,"Sinoe","LR15","Bokon","LR1502","Liberia","LR","LBR","LBR015","LBR015002",-8.47292999999996,5.01462000000004,TRUE
"597","Gortiken",0,NA,-7.96053,5.01464,"Maryland","LR10","Whojah","LR1007","Liberia","LR","LBR","LBR010","LBR010007",-7.96052999999995,5.01464000000004,TRUE
"598","Jlatoken",0,NA,-7.66919,5.01503,"River Gee","LR13","Tuobo","LR1310","Liberia","LR","LBR","LBR013","LBR013010",-7.66918999999996,5.01503000000002,TRUE
"599","Po-River",0,NA,-9.042,5.01598,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.04199999999997,5.01598000000007,TRUE
"600","Neeteah village",0,NA,-8.42529,5.01606,"Sinoe","LR15","Bokon","LR1502","Liberia","LR","LBR","LBR015","LBR015002",-8.42528999999996,5.01606000000004,TRUE
"601","Martuken",3,"Capital of District",-8.00139,5.01611,"Maryland","LR10","Whojah","LR1007","Liberia","LR","LBR","LBR010","LBR010007",-8.00138999999996,5.01611000000003,TRUE
"602","Tempkpoh Village",0,NA,-8.80986,5.01635,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.80985999999996,5.01635000000005,TRUE
"603","Family Vallage- I",0,NA,-8.77841,5.01647,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.77840999999995,5.01647000000003,TRUE
"604","Down the Mogroove",0,NA,-9.03505,5.0165,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.03504999999996,5.01650000000006,TRUE
"605","Geeklor",0,NA,-9.03878,5.01661,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.03877999999997,5.01661000000007,TRUE
"606","Martuken",0,NA,-8.00082,5.01705,"Maryland","LR10","Whojah","LR1007","Liberia","LR","LBR","LBR010","LBR010007",-8.00081999999998,5.01705000000004,TRUE
"607","Po-River",0,NA,-9.04782,5.01748,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.04781999999994,5.01748000000003,TRUE
"608","Jarkar Wiah",0,NA,-8.0942,5.01753,"Grand Kru","LR07","Kpi","LR0713","Liberia","LR","LBR","LBR007","LBR007013",-8.09419999999994,5.01753000000002,TRUE
"609","Jarkawiah",0,NA,-8.0942,5.01753,"Grand Kru","LR07","Kpi","LR0713","Liberia","LR","LBR","LBR007","LBR007013",-8.09419999999994,5.01753000000002,TRUE
"610","Weatuzon",0,NA,-8.57489,5.01759,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.57488999999993,5.01759000000004,TRUE
"611","Pooble Village",0,NA,-8.77476,5.01816,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.77475999999996,5.01816000000002,TRUE
"612","Sunday",0,NA,-8.49396,5.01904,"Sinoe","LR15","Bokon","LR1502","Liberia","LR","LBR","LBR015","LBR015002",-8.49395999999996,5.01904000000007,TRUE
"613","Togba Village",0,NA,-8.09664,5.01946,"Grand Kru","LR07","Kpi","LR0713","Liberia","LR","LBR","LBR007","LBR007013",-8.09663999999998,5.01946000000004,TRUE
"614","Togba",0,NA,-8.09664,5.01946,"Grand Kru","LR07","Kpi","LR0713","Liberia","LR","LBR","LBR007","LBR007013",-8.09663999999998,5.01946000000004,TRUE
"615","Rock",0,NA,-8.86218,5.01967,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.86217999999997,5.01967000000008,TRUE
"616","Yargbeken",0,NA,-7.5782,5.01989,"River Gee","LR13","Tuobo","LR1310","Liberia","LR","LBR","LBR013","LBR013010",-7.57819999999998,5.01989000000003,TRUE
"617","Over Yonder Community",0,NA,-9.02566,5.0201,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.02565999999996,5.02010000000007,TRUE
"618","Torbosville",0,NA,-8.98039,5.02027,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.98038999999994,5.02027000000004,TRUE
"619","Kantan Village",0,NA,-8.76975,5.02027,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.76974999999993,5.02027000000004,TRUE
"620","Klun Village",0,NA,-8.93402,5.02051,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.93401999999998,5.02051000000006,TRUE
"621","Nyamway Village",0,NA,-8.82141,5.02074,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.82140999999996,5.02074000000005,TRUE
"622","Kaih Village",0,NA,-8.85048,5.02151,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.85047999999995,5.02151000000003,TRUE
"623","Farmerville",0,NA,-9.03962,5.02224,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.03961999999996,5.02224000000007,TRUE
"624","Konwonkpo",0,NA,-8.56426,5.02229,"Sinoe","LR15","Bokon","LR1502","Liberia","LR","LBR","LBR015","LBR015002",-8.56425999999993,5.02229000000005,TRUE
"625","Farmersville",0,NA,-9.04592,5.02245,"Sinoe","LR15","Greenville","LR1505","Liberia","LR","LBR","LBR015","LBR015005",-9.04591999999997,5.02245000000005,TRUE
"626","Doe Village",0,NA,-8.61017,5.02385,"Sinoe","LR15","Jaedae","LR1506","Liberia","LR","LBR","LBR015","LBR015006",-8.61016999999993,5.02385000000004,TRUE
"627","Gbaweleken",0,NA,-7.65834,5.02399,"River Gee","LR13","Tuobo","LR1310","Liberia","LR","LBR","LBR013","LBR013010",-7.65833999999995,5.02399000000003,TRUE
"628","Kpanaso",0,NA,-7.86689,5.02504,"Maryland","LR10","Nyorken","LR1005","Liberia","LR","LBR","LBR010","LBR010005",-7.86688999999996,5.02504000000005,TRUE
"629","Gleekan",0,NA,-8.85433,5.02515,"Sinoe","LR15","Kpayan","LR1509","Liberia","LR","LBR","LBR015","LBR015009",-8.85432999999995,5.02515000000005,TRUE
"630","Workieklee",0,NA,-8.74216,5.02542,"Sinoe","LR15","Dugbe River","LR1504","Liberia","LR","LBR","LBR015","LBR015004",-8.74215999999996,5.02542000000005,TRUE
