"OBJECTID","FNAME","CLASS","DESCRIPTIO","COORD_X","COORD_Y","admin1Name","admin1Pcod","admin2Name","admin2Pcod","admin0Name","admin0Pcod","rowcacode0","Pcod1_iso3","Pcod2_iso3","coords.x1","coords.x2","optional"
"8155","Gotolo Camp",0,NA,-10.37215,6.7253,"Margibi","LR09","Kakata","LR0903","Liberia","LR","LBR","LBR009","LBR009003",-10.37215,6.72530000000006,TRUE
"8156","Jaffah",0,NA,-10.78459,6.72542,"Bomi","LR01","Klay","LR0102","Liberia","LR","LBR","LBR001","LBR001002",-10.78459,6.72542000000004,TRUE
"8157","Gbandalee",0,NA,-10.03439,6.72546,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.03439,6.72546000000006,TRUE
"8158","Bemah",0,NA,-10.44944,6.72569,"Montserrado","LR11","Todee","LR1105","Liberia","LR","LBR","LBR011","LBR011005",-10.44944,6.72569000000004,TRUE
"8159","George",0,NA,-10.60731,6.72572,"Bomi","LR01","Suehn Mecca","LR0104","Liberia","LR","LBR","LBR001","LBR001004",-10.6073099999999,6.72572000000002,TRUE
"8160","Benson",0,NA,-9.26316,6.72585,"Bong","LR02","Boinsen","LR0201","Liberia","LR","LBR","LBR002","LBR002001",-9.26315999999997,6.72585000000004,TRUE
"8161","Tinue's",0,NA,-9.77388,6.72586,"Grand Bassa","LR04","District # 2","LR0403","Liberia","LR","LBR","LBR004","LBR004003",-9.77387999999996,6.72586000000007,TRUE
"8162","Gornigalay",0,NA,-10.23425,6.72587,"Margibi","LR09","Kakata","LR0903","Liberia","LR","LBR","LBR009","LBR009003",-10.23425,6.72587000000004,TRUE
"8163","Dependent Camp",0,NA,-10.96146,6.7261,"Bomi","LR01","Senjeh","LR0103","Liberia","LR","LBR","LBR001","LBR001003",-10.9614599999999,6.72610000000003,TRUE
"8164","Zorn Tiah",0,NA,-8.75099,6.72612,"Nimba","LR12","Doe","LR1203","Liberia","LR","LBR","LBR012","LBR012003",-8.75098999999994,6.72612000000004,TRUE
"8165","Anjahn Farm",0,NA,-10.38687,6.72633,"Montserrado","LR11","Todee","LR1105","Liberia","LR","LBR","LBR011","LBR011005",-10.3868699999999,6.72633000000008,TRUE
"8166","Botai",0,NA,-9.9741,6.72654,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-9.97409999999996,6.72654000000006,TRUE
"8167","Marshansue",0,NA,-10.14895,6.7266,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.14895,6.72660000000008,TRUE
"8168","William Korva",0,NA,-10.14536,6.72667,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.1453599999999,6.72667000000007,TRUE
"8169","Nimba Point",0,NA,-11.03703,6.72697,"Grand Cape Mount","LR05","Garwula","LR0502","Liberia","LR","LBR","LBR005","LBR005002",-11.03703,6.72697000000005,TRUE
"8170","Gbyay",0,NA,-10.05584,6.72725,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.0558399999999,6.72725000000003,TRUE
"8171","Gongore",0,NA,-9.52657,6.72742,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.52656999999994,6.72742000000005,TRUE
"8172","Gwamue",0,NA,-9.39095,6.72742,"Bong","LR02","Tukpahblee","LR0210","Liberia","LR","LBR","LBR002","LBR002010",-9.39094999999998,6.72742000000005,TRUE
"8173","Trauh Farm",0,NA,-10.41739,6.72743,"Montserrado","LR11","Todee","LR1105","Liberia","LR","LBR","LBR011","LBR011005",-10.41739,6.72743000000003,TRUE
"8174","Kporma Zoe",0,NA,-10.45916,6.72748,"Montserrado","LR11","Todee","LR1105","Liberia","LR","LBR","LBR011","LBR011005",-10.4591599999999,6.72748000000007,TRUE
"8175","Greeves Farm",0,NA,-10.13625,6.72749,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.13625,6.72749000000005,TRUE
"8176","Barmue",0,NA,-10.11625,6.72752,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.11625,6.72752000000003,TRUE
"8177","Gboto",0,NA,-10.52427,6.72761,"Montserrado","LR11","Todee","LR1105","Liberia","LR","LBR","LBR011","LBR011005",-10.5242699999999,6.72761000000003,TRUE
"8178","Moangar / Wogomend",0,NA,-9.7859,6.7277,"Grand Bassa","LR04","District # 2","LR0403","Liberia","LR","LBR","LBR004","LBR004003",-9.78589999999997,6.72770000000003,TRUE
"8179","Gorgla Farm",0,NA,-10.2324,6.72785,"Margibi","LR09","Kakata","LR0903","Liberia","LR","LBR","LBR009","LBR009003",-10.2323999999999,6.72785000000005,TRUE
"8180","Ayeah",0,NA,-10.05644,6.72788,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.05644,6.72788000000003,TRUE
"8181","Soclo",0,NA,-9.27665,6.72806,"Bong","LR02","Boinsen","LR0201","Liberia","LR","LBR","LBR002","LBR002001",-9.27664999999996,6.72806000000003,TRUE
"8182","Alfata",0,NA,-10.07695,6.72809,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.07695,6.72809000000007,TRUE
"8183","Lackie",0,NA,-10.14395,6.7281,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.14395,6.72810000000004,TRUE
"8184","SehWood Village",0,NA,-8.74644,6.72818,"Nimba","LR12","Doe","LR1203","Liberia","LR","LBR","LBR012","LBR012003",-8.74643999999995,6.72818000000007,TRUE
"8185","Gorkpa New Town",0,NA,-10.13855,6.7282,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.13855,6.72820000000007,TRUE
"8186","Gbangah",0,NA,-10.46356,6.72829,"Montserrado","LR11","Todee","LR1105","Liberia","LR","LBR","LBR011","LBR011005",-10.46356,6.72829000000007,TRUE
"8187","Nyabla",0,NA,-10.13722,6.72855,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.13722,6.72855000000004,TRUE
"8188","Kwalakoma",0,NA,-10.2597,6.72872,"Margibi","LR09","Kakata","LR0903","Liberia","LR","LBR","LBR009","LBR009003",-10.2597,6.72872000000007,TRUE
"8189","Kissi Camp",0,NA,-10.35713,6.72876,"Margibi","LR09","Kakata","LR0903","Liberia","LR","LBR","LBR009","LBR009003",-10.3571299999999,6.72876000000002,TRUE
"8190","New Town",0,NA,-9.25409,6.72876,"Bong","LR02","Boinsen","LR0201","Liberia","LR","LBR","LBR002","LBR002001",-9.25408999999996,6.72876000000002,TRUE
"8191","Mother Celeostine Boose Orpha",0,NA,-10.14764,6.72898,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.14764,6.72898000000004,TRUE
"8192","Gbeayahta II",0,NA,-10.03336,6.72924,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.03336,6.72924000000006,TRUE
"8193","Tommy Bright Farm",0,NA,-10.14408,6.72934,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.14408,6.72934000000004,TRUE
"8194","Gbeayahta I",0,NA,-10.02985,6.72937,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.02985,6.72937000000007,TRUE
"8195","Malonkai",0,NA,-9.87185,6.7295,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-9.87184999999994,6.72950000000003,TRUE
"8196","Blackie & Karyou Vill",0,NA,-8.74419,6.72953,"Nimba","LR12","Doe","LR1203","Liberia","LR","LBR","LBR012","LBR012003",-8.74418999999995,6.72953000000007,TRUE
"8197","Moila",0,NA,-10.64412,6.72958,"Bomi","LR01","Suehn Mecca","LR0104","Liberia","LR","LBR","LBR001","LBR001004",-10.6441199999999,6.72958000000006,TRUE
"8198","Meekor",0,NA,-11.07095,6.72966,"Grand Cape Mount","LR05","Garwula","LR0502","Liberia","LR","LBR","LBR005","LBR005002",-11.0709499999999,6.72966000000002,TRUE
"8199","Besao",0,NA,-10.91467,6.72978,"Bomi","LR01","Senjeh","LR0103","Liberia","LR","LBR","LBR001","LBR001003",-10.9146699999999,6.72978000000006,TRUE
"8200","Mark Wilson Farm",0,NA,-10.31872,6.73013,"Margibi","LR09","Kakata","LR0903","Liberia","LR","LBR","LBR009","LBR009003",-10.3187199999999,6.73013000000003,TRUE
"8201","Buluma",0,NA,-11.18535,6.73018,"Grand Cape Mount","LR05","Garwula","LR0502","Liberia","LR","LBR","LBR005","LBR005002",-11.18535,6.73018000000008,TRUE
"8202","Kangacia",0,NA,-10.82576,6.73031,"Bomi","LR01","Klay","LR0102","Liberia","LR","LBR","LBR001","LBR001002",-10.8257599999999,6.73031000000003,TRUE
"8203","Ballah",0,NA,-11.00729,6.73032,"Grand Cape Mount","LR05","Garwula","LR0502","Liberia","LR","LBR","LBR005","LBR005002",-11.00729,6.73032000000006,TRUE
"8204","Bekey Ta",0,NA,-9.62353,6.73039,"Bong","LR02","Yeallequelleh","LR0211","Liberia","LR","LBR","LBR002","LBR002011",-9.62352999999996,6.73039000000006,TRUE
"8205","Garn",0,NA,-9.92087,6.73046,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-9.92086999999998,6.73046000000005,TRUE
"8206","Neneborlormue",0,NA,-10.00689,6.73066,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.0068899999999,6.73066000000006,TRUE
"8207","Jawajohn",0,NA,-10.68456,6.73069,"Bomi","LR01","Suehn Mecca","LR0104","Liberia","LR","LBR","LBR001","LBR001004",-10.68456,6.73069000000004,TRUE
"8208","Henry Duncan Farm (Old Camp)",0,NA,-10.11872,6.73095,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.1187199999999,6.73095000000006,TRUE
"8209","Golay",0,NA,-9.84354,6.7311,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-9.84353999999996,6.73110000000003,TRUE
"8210","Gweh",0,NA,-10.39933,6.73115,"Montserrado","LR11","Todee","LR1105","Liberia","LR","LBR","LBR011","LBR011005",-10.39933,6.73115000000007,TRUE
"8211","James Lawyeh -Ta",0,NA,-9.92953,6.73119,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-9.92952999999994,6.73119000000003,TRUE
"8212","Vannah",0,NA,-10.39765,6.73121,"Montserrado","LR11","Todee","LR1105","Liberia","LR","LBR","LBR011","LBR011005",-10.3976499999999,6.73121000000003,TRUE
"8213","Smallwood Farm",0,NA,-10.41722,6.73126,"Montserrado","LR11","Todee","LR1105","Liberia","LR","LBR","LBR011","LBR011005",-10.4172199999999,6.73126000000002,TRUE
"8214","James Goll",0,NA,-10.68132,6.73138,"Bomi","LR01","Suehn Mecca","LR0104","Liberia","LR","LBR","LBR001","LBR001004",-10.68132,6.73138000000006,TRUE
"8215","Klaker",0,NA,-10.06751,6.73158,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.06751,6.73158000000006,TRUE
"8216","Mchaulley",0,NA,-10.13401,6.73159,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.1340099999999,6.73159000000004,TRUE
"8217","Sunday",0,NA,-10.47781,6.73164,"Montserrado","LR11","Todee","LR1105","Liberia","LR","LBR","LBR011","LBR011005",-10.47781,6.73164000000003,TRUE
"8218","Cooper Farm",0,NA,-10.47127,6.73165,"Montserrado","LR11","Todee","LR1105","Liberia","LR","LBR","LBR011","LBR011005",-10.4712699999999,6.73165000000006,TRUE
"8219","Gbeseyea Kollie Ta",0,NA,-9.59556,6.73177,"Bong","LR02","Yeallequelleh","LR0211","Liberia","LR","LBR","LBR002","LBR002011",-9.59555999999998,6.73177000000004,TRUE
"8220","Goodridge Farm",0,NA,-10.53466,6.73181,"Montserrado","LR11","Todee","LR1105","Liberia","LR","LBR","LBR011","LBR011005",-10.53466,6.73181000000005,TRUE
"8221","Boition",0,NA,-9.13656,6.7319,"Nimba","LR12","Yarwein Mehnsonnoh","LR1216","Liberia","LR","LBR","LBR012","LBR012016",-9.13655999999997,6.73190000000005,TRUE
"8222","Yarkpai",0,NA,-10.48522,6.73203,"Montserrado","LR11","Todee","LR1105","Liberia","LR","LBR","LBR011","LBR011005",-10.48522,6.73203000000007,TRUE
"8223","John Gotolo",0,NA,-10.22303,6.73208,"Margibi","LR09","Kakata","LR0903","Liberia","LR","LBR","LBR009","LBR009003",-10.2230299999999,6.73208000000005,TRUE
"8224","Sahyee",0,NA,-8.74316,6.73213,"Nimba","LR12","Boe & Quilla","LR1201","Liberia","LR","LBR","LBR012","LBR012001",-8.74315999999993,6.73213000000004,TRUE
"8225","Siafa Keh",0,NA,-10.99754,6.73221,"Grand Cape Mount","LR05","Garwula","LR0502","Liberia","LR","LBR","LBR005","LBR005002",-10.99754,6.73221000000007,TRUE
"8226","Yanlah",0,NA,-10.29897,6.73221,"Margibi","LR09","Kakata","LR0903","Liberia","LR","LBR","LBR009","LBR009003",-10.2989699999999,6.73221000000007,TRUE
"8227","Arthur Sherman Farm",0,NA,-10.35311,6.73237,"Margibi","LR09","Kakata","LR0903","Liberia","LR","LBR","LBR009","LBR009003",-10.35311,6.73237000000006,TRUE
"8228","Gbelemah",0,NA,-9.81733,6.73237,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-9.81732999999997,6.73237000000006,TRUE
"8229","Tolokor",0,NA,-11.13795,6.73265,"Grand Cape Mount","LR05","Garwula","LR0502","Liberia","LR","LBR","LBR005","LBR005002",-11.1379499999999,6.73265000000004,TRUE
"8230","Carter Farm",0,NA,-10.41119,6.73282,"Montserrado","LR11","Todee","LR1105","Liberia","LR","LBR","LBR011","LBR011005",-10.41119,6.73282000000006,TRUE
"8231","Wonegoi",0,NA,-9.96755,6.73293,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-9.96754999999996,6.73293000000007,TRUE
"8232","Glowolo",0,NA,-10.05262,6.73334,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.0526199999999,6.73334000000006,TRUE
"8233","Kromah Farm",0,NA,-9.32854,6.73334,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.32853999999998,6.73334000000006,TRUE
"8234","Gorsue",0,NA,-10.33583,6.73335,"Margibi","LR09","Kakata","LR0903","Liberia","LR","LBR","LBR009","LBR009003",-10.3358299999999,6.73335000000003,TRUE
"8235","Kpai",0,NA,-9.9252,6.73336,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-9.92519999999996,6.73336000000006,TRUE
"8236","James",0,NA,-10.69131,6.73341,"Bomi","LR01","Klay","LR0102","Liberia","LR","LBR","LBR001","LBR001002",-10.6913099999999,6.73341000000005,TRUE
"8237","Jawajeh",0,NA,-10.88685,6.73342,"Bomi","LR01","Senjeh","LR0103","Liberia","LR","LBR","LBR001","LBR001003",-10.88685,6.73342000000002,TRUE
"8238","Hall Farm",0,NA,-10.31966,6.73342,"Margibi","LR09","Kakata","LR0903","Liberia","LR","LBR","LBR009","LBR009003",-10.3196599999999,6.73342000000002,TRUE
"8239","Johnson",0,NA,-9.684,6.73353,"Bong","LR02","Yeallequelleh","LR0211","Liberia","LR","LBR","LBR002","LBR002011",-9.68399999999997,6.73353000000003,TRUE
"8240","Government Farm-Klay",0,NA,-10.86138,6.73361,"Bomi","LR01","Klay","LR0102","Liberia","LR","LBR","LBR001","LBR001002",-10.8613799999999,6.73361000000006,TRUE
"8241","Thirty",0,NA,-9.88351,6.73376,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-9.88350999999994,6.73376000000007,TRUE
"8242","Goghen",0,NA,-10.73398,6.73378,"Bomi","LR01","Klay","LR0102","Liberia","LR","LBR","LBR001","LBR001002",-10.73398,6.73378000000002,TRUE
"8243","Richard Duncan Farm",0,NA,-10.12743,6.73386,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.1274299999999,6.73386000000005,TRUE
"8244","Henry B.Duncan Farm",0,NA,-10.12541,6.73386,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.1254099999999,6.73386000000005,TRUE
"8245","Government Farm-Senje",0,NA,-10.862,6.73397,"Bomi","LR01","Klay","LR0102","Liberia","LR","LBR","LBR001","LBR001002",-10.862,6.73397000000006,TRUE
"8246","Moto",0,NA,-10.97735,6.73399,"Grand Cape Mount","LR05","Garwula","LR0502","Liberia","LR","LBR","LBR005","LBR005002",-10.9773499999999,6.73399000000006,TRUE
"8247","Gleelay",0,NA,-8.41415,6.734,"Nimba","LR12","Buu-Yao","LR1202","Liberia","LR","LBR","LBR012","LBR012002",-8.41414999999995,6.73400000000004,TRUE
"8248","Carpenter Town( B)",0,NA,-9.93614,6.73428,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-9.93613999999997,6.73428000000007,TRUE
"8249","Konja",0,NA,-11.02285,6.73434,"Grand Cape Mount","LR05","Garwula","LR0502","Liberia","LR","LBR","LBR005","LBR005002",-11.0228499999999,6.73434000000003,TRUE
"8250","Tunies",0,NA,-10.67672,6.73451,"Bomi","LR01","Suehn Mecca","LR0104","Liberia","LR","LBR","LBR001","LBR001004",-10.6767199999999,6.73451000000006,TRUE
"8251","Gbodogaleyon",0,NA,-10.01568,6.73452,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.01568,6.73452000000003,TRUE
"8252","Borbor",0,NA,-9.26924,6.73469,"Bong","LR02","Boinsen","LR0201","Liberia","LR","LBR","LBR002","LBR002001",-9.26923999999997,6.73469000000006,TRUE
"8253","Monses Monkpelleh",0,NA,-10.03604,6.73486,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.03604,6.73486000000003,TRUE
"8254","Sybi",0,NA,-10.86826,6.73492,"Bomi","LR01","Senjeh","LR0103","Liberia","LR","LBR","LBR001","LBR001003",-10.86826,6.73492000000005,TRUE
"8255","Kaitalay Village",0,NA,-10.27826,6.73504,"Margibi","LR09","Kakata","LR0903","Liberia","LR","LBR","LBR009","LBR009003",-10.2782599999999,6.73504000000003,TRUE
"8256","Johnson Sonkahlay",0,NA,-8.73819,6.73507,"Nimba","LR12","Boe & Quilla","LR1201","Liberia","LR","LBR","LBR012","LBR012001",-8.73818999999997,6.73507000000006,TRUE
"8257","Nyantasue",0,NA,-9.70995,6.73509,"Bong","LR02","Yeallequelleh","LR0211","Liberia","LR","LBR","LBR002","LBR002011",-9.70994999999994,6.73509000000007,TRUE
"8258","Carpenter Town (A)",0,NA,-9.93572,6.73525,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-9.93571999999995,6.73525000000006,TRUE
"8259","Gormah Selver",0,NA,-10.53759,6.73536,"Montserrado","LR11","Todee","LR1105","Liberia","LR","LBR","LBR011","LBR011005",-10.53759,6.73536000000007,TRUE
"8260","Kou Ziah",0,NA,-10.39555,6.73536,"Montserrado","LR11","Todee","LR1105","Liberia","LR","LBR","LBR011","LBR011005",-10.39555,6.73536000000007,TRUE
"8261","Turner Stewart Farm",0,NA,-10.31971,6.73565,"Margibi","LR09","Kakata","LR0903","Liberia","LR","LBR","LBR009","LBR009003",-10.3197099999999,6.73565000000002,TRUE
"8262","Dendee",0,NA,-10.61118,6.73594,"Bomi","LR01","Suehn Mecca","LR0104","Liberia","LR","LBR","LBR001","LBR001004",-10.6111799999999,6.73594000000003,TRUE
"8263","Land Mines Action",0,NA,-10.10958,6.73601,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.1095799999999,6.73601000000002,TRUE
"8264","Bob Sam-mu",0,NA,-9.89983,6.73602,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-9.89982999999995,6.73602000000005,TRUE
"8265","David Coleman",0,NA,-10.77166,6.73607,"Bomi","LR01","Klay","LR0102","Liberia","LR","LBR","LBR001","LBR001002",-10.7716599999999,6.73607000000004,TRUE
"8266","Malonkai # 3",0,NA,-9.93637,6.7362,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-9.93636999999995,6.73620000000005,TRUE
"8267","Nagbah",0,NA,-10.22276,6.73644,"Margibi","LR09","Kakata","LR0903","Liberia","LR","LBR","LBR009","LBR009003",-10.2227599999999,6.73644000000007,TRUE
"8268","Freetown",0,NA,-8.40676,6.73658,"Nimba","LR12","Buu-Yao","LR1202","Liberia","LR","LBR","LBR012","LBR012002",-8.40675999999996,6.73658000000006,TRUE
"8269","Brooks Farm",0,NA,-10.24233,6.73663,"Margibi","LR09","Kakata","LR0903","Liberia","LR","LBR","LBR009","LBR009003",-10.24233,6.73663000000005,TRUE
"8270","Johnny Tokpah",0,NA,-9.92887,6.73668,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-9.92886999999996,6.73668000000004,TRUE
"8271","Gondeh-ja",0,NA,-11.01068,6.73675,"Grand Cape Mount","LR05","Garwula","LR0502","Liberia","LR","LBR","LBR005","LBR005002",-11.01068,6.73675000000003,TRUE
"8272","Gooodridge Farm",0,NA,-10.43743,6.73685,"Montserrado","LR11","Todee","LR1105","Liberia","LR","LBR","LBR011","LBR011005",-10.4374299999999,6.73685000000006,TRUE
"8273","Terbah Ta",0,NA,-9.58496,6.7369,"Bong","LR02","Yeallequelleh","LR0211","Liberia","LR","LBR","LBR002","LBR002011",-9.58495999999997,6.73690000000005,TRUE
"8274","John B. Marshall",0,NA,-10.02339,6.73694,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.0233899999999,6.73694000000006,TRUE
"8275","Beakade",0,NA,-10.85928,6.73696,"Bomi","LR01","Senjeh","LR0103","Liberia","LR","LBR","LBR001","LBR001003",-10.85928,6.73696000000007,TRUE
"8276","John Blackie",0,NA,-10.54607,6.7371,"Montserrado","LR11","Todee","LR1105","Liberia","LR","LBR","LBR011","LBR011005",-10.5460699999999,6.73710000000005,TRUE
"8277","Maahn",0,NA,-9.26636,6.73714,"Bong","LR02","Boinsen","LR0201","Liberia","LR","LBR","LBR002","LBR002001",-9.26635999999996,6.73714000000007,TRUE
"8278","Bahmu",0,NA,-9.86806,6.73725,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-9.86805999999996,6.73725000000007,TRUE
"8279","Sirlea",0,NA,-10.0255,6.73729,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.0255,6.73729000000003,TRUE
"8280","Johnny Walker",0,NA,-10.15833,6.73735,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.15833,6.73735000000005,TRUE
"8281","Partior",0,NA,-10.79355,6.7375,"Bomi","LR01","Klay","LR0102","Liberia","LR","LBR","LBR001","LBR001002",-10.79355,6.73750000000007,TRUE
"8282","Ernest",0,NA,-10.88891,6.73785,"Bomi","LR01","Senjeh","LR0103","Liberia","LR","LBR","LBR001","LBR001003",-10.88891,6.73785000000004,TRUE
"8283","Gbanja",0,NA,-10.79571,6.73785,"Bomi","LR01","Klay","LR0102","Liberia","LR","LBR","LBR001","LBR001002",-10.7957099999999,6.73785000000004,TRUE
"8284","Jaybay",0,NA,-9.85534,6.73786,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-9.85533999999996,6.73786000000007,TRUE
"8285","Polans",0,NA,-10.51909,6.7379,"Montserrado","LR11","Todee","LR1105","Liberia","LR","LBR","LBR011","LBR011005",-10.5190899999999,6.73790000000002,TRUE
"8286","Dokporlorsue",0,NA,-9.50703,6.73809,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.50702999999993,6.73809000000006,TRUE
"8287","Korkoi",0,NA,-10.33351,6.73812,"Margibi","LR09","Kakata","LR0903","Liberia","LR","LBR","LBR009","LBR009003",-10.3335099999999,6.73812000000004,TRUE
"8288","Wulukaway",0,NA,-9.87562,6.73846,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-9.87561999999997,6.73846000000003,TRUE
"8289","Ma Joelyn Farm",0,NA,-9.88978,6.73848,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-9.88977999999997,6.73848000000004,TRUE
"8290","Police Village",0,NA,-9.92729,6.7386,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-9.92728999999997,6.73860000000008,TRUE
"8291","LRDA Training Demonstration",0,NA,-10.11266,6.7387,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.1126599999999,6.73870000000005,TRUE
"8292","Sayjiilum",0,NA,-10.78674,6.73903,"Bomi","LR01","Klay","LR0102","Liberia","LR","LBR","LBR001","LBR001002",-10.78674,6.73903000000007,TRUE
"8293","Blaye",0,NA,-10.39461,6.73905,"Montserrado","LR11","Todee","LR1105","Liberia","LR","LBR","LBR011","LBR011005",-10.3946099999999,6.73905000000002,TRUE
"8294","Darnee",0,NA,-10.18522,6.73905,"Margibi","LR09","Kakata","LR0903","Liberia","LR","LBR","LBR009","LBR009003",-10.18522,6.73905000000002,TRUE
"8295","Government Farm new C",0,NA,-10.86296,6.73906,"Bomi","LR01","Senjeh","LR0103","Liberia","LR","LBR","LBR001","LBR001003",-10.8629599999999,6.73906000000005,TRUE
"8296","Duah",0,NA,-9.26466,6.73909,"Bong","LR02","Boinsen","LR0201","Liberia","LR","LBR","LBR002","LBR002001",-9.26465999999994,6.73909000000003,TRUE
"8297","Duah",0,NA,-9.26466,6.73909,"Bong","LR02","Boinsen","LR0201","Liberia","LR","LBR","LBR002","LBR002001",-9.26465999999994,6.73909000000003,TRUE
"8298","Kortuo",0,NA,-8.72959,6.73914,"Nimba","LR12","Boe & Quilla","LR1201","Liberia","LR","LBR","LBR012","LBR012001",-8.72958999999997,6.73914000000002,TRUE
"8299","Jawajeh",0,NA,-10.77203,6.73924,"Bomi","LR01","Klay","LR0102","Liberia","LR","LBR","LBR001","LBR001002",-10.77203,6.73924000000005,TRUE
"8300","Teahplay (Buyealay)",0,NA,-8.39209,6.73925,"Nimba","LR12","Buu-Yao","LR1202","Liberia","LR","LBR","LBR012","LBR012002",-8.39208999999994,6.73925000000003,TRUE
"8301","Nelson's Farm",0,NA,-10.12827,6.7393,"Bong","LR02","Salala","LR0207","Liberia","LR","LBR","LBR002","LBR002007",-10.1282699999999,6.73930000000007,TRUE
"8302","Dogba's Village",0,NA,-9.32054,6.73931,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.32053999999994,6.73931000000005,TRUE
"8303","Kpanquoi",0,NA,-9.20595,6.73933,"Bong","LR02","Boinsen","LR0201","Liberia","LR","LBR","LBR002","LBR002001",-9.20594999999997,6.73933000000005,TRUE
"8304","Kpanquoi",0,NA,-9.20595,6.73933,"Bong","LR02","Boinsen","LR0201","Liberia","LR","LBR","LBR002","LBR002001",-9.20594999999997,6.73933000000005,TRUE
"8305","Class Quarter",0,NA,-10.94544,6.73936,"Bomi","LR01","Senjeh","LR0103","Liberia","LR","LBR","LBR001","LBR001003",-10.94544,6.73936000000003,TRUE
