"spid","FNAME","COORD_X","COORD_Y","admin1Name","admin2Name","CLNAME","EFEACODE","villageID","vnumber","index_key"
24,"Yahwea / Galawolo",-9.8552,6.44133,"Grand Bassa","District # 2","Gogowein","0906006012","2404",13,302
24,"David Crawford",-9.85154,6.44532,"Grand Bassa","District # 2","Gogowein","0906006012","2405",13,303
24,"Vlekpah",-9.81794,6.44684,"Grand Bassa","District # 2","Gogowein","0906006012","2406",13,304
24,"Garva",-9.82405,6.4612,"Grand Bassa","District # 2","Gogowein","0906006012","2407",13,305
24,"Bonnie Part",-9.80364,6.46132,"Grand Bassa","District # 2","Boeglayn","0906007052","2408",13,306
24,"Gbogar / Daryou / Moo",-9.84679,6.46596,"Grand Bassa","District # 2","Gogowein","0906006012","2409",13,307
24,"Whenzohn",-9.81606,6.47618,"Grand Bassa","District # 2","Gogowein","0906006012","2410",13,308
24,"Doeneah Garway",-9.83624,6.47811,"Grand Bassa","District # 2","Gogowein","0906006012","2411",13,309
24,"Kpoe Village",-9.82235,6.47974,"Grand Bassa","District # 2","Gogowein","0906006012","2412",13,310
24,"Mamadee / Gbar Villag",-9.83387,6.48014,"Grand Bassa","District # 2","Gogowein","0906006012","2413",13,311
25,"Kemoweh's Village",-9.70556,6.44547,"Grand Bassa","District # 2","Boeglayn","0906007052","2501",13,312
25,"Gbango Village",-9.70123,6.45323,"Grand Bassa","District # 2","Boeglayn","0906007052","2502",13,313
25,"Vionless's Village",-9.73628,6.49478,"Grand Bassa","District # 2","Boeglayn","0906007042","2503",13,314
25,"Geezon",-9.72102,6.5059,"Grand Bassa","District # 2","Boeglayn","0906007032","2504",13,315
25,"Gweh",-9.66498,6.50953,"Grand Bassa","District # 2","Boeglayn","0906007032","2505",13,316
25,"Kyne's",-9.73589,6.51411,"Grand Bassa","District # 2","Boeglayn","0906007032","2506",13,317
25,"Daydeah",-9.67926,6.51417,"Grand Bassa","District # 2","Boeglayn","0906007032","2507",13,318
25,"Kwatoe",-9.65206,6.51569,"Grand Bassa","District # 2","Boeglayn","0906007032","2508",13,319
25,"Jacob's / Gaye Moore",-9.7083,6.51693,"Grand Bassa","District # 2","Boeglayn","0906007032","2509",13,320
25,"Gozohn",-9.66771,6.52317,"Grand Bassa","District # 2","Boeglayn","0906007032","2510",13,321
25,"Gaye",-9.69784,6.52617,"Grand Bassa","District # 2","Boeglayn","0906007032","2511",13,322
25,"Buebee",-9.68583,6.5275,"Grand Bassa","District # 2","Boeglayn","0906007032","2512",13,323
25,"Gone",-9.67813,6.53909,"Grand Bassa","District # 2","Boeglayn","0906007012","2513",13,324
26,"Jeremiah",-9.56512,6.43054,"Grand Bassa","District # 3","Deegba","0914007012","2601",13,325
26,"Fiamah Village",-9.56079,6.43382,"Grand Bassa","District # 3","Deegba","0914007012","2602",13,326
26,"Philips Vah",-9.55907,6.43736,"Grand Bassa","District # 3","Deegba","0914007012","2603",13,327
26,"Whoeyoko",-9.55392,6.44207,"Grand Bassa","District # 3","Deegba","0914007012","2604",13,328
26,"Nagbo",-9.47723,6.44269,"Grand Bassa","District # 3","Pay-U-Way","0914013032","2605",13,329
26,"Sakpayah",-9.49124,6.45613,"Grand Bassa","District # 3","Pay-U-Way","0914013032","2606",13,330
26,"Watchee",-9.49356,6.45811,"Grand Bassa","District # 3","Pay-U-Way","0914013022","2607",13,331
26,"Kpelle-Toe",-9.50077,6.45951,"Grand Bassa","District # 3","Pay-U-Way","0914013022","2608",13,332
26,"Gonn",-9.51696,6.46117,"Grand Bassa","District # 3","Pay-U-Way","0914013022","2609",13,333
26,"Gardea",-9.51862,6.46274,"Grand Bassa","District # 3","Pay-U-Way","0914013022","2610",13,334
26,"Tarr Town / Gbardyu",-9.50809,6.46962,"Grand Bassa","District # 3","Pay-U-Way","0914013022","2611",13,335
26,"Paw-Paw",-9.4867,6.47012,"Grand Bassa","District # 3","Pay-U-Way","0914013022","2612",13,336
26,"Kpokon",-9.49038,6.48909,"Grand Bassa","District # 3","Pay-U-Way","0914013012","2613",13,337
27,"Sammy Piso",-9.34639,6.43638,"Grand Bassa","District # 3","Jeuwein","0914010012","2701",13,338
27,"New Zardyu",-9.40421,6.45469,"Grand Bassa","District # 3","Gbaniee","0914012042","2702",13,339
27,"Gbogar",-9.38923,6.45825,"Grand Bassa","District # 3","Gbaniee","0914012042","2703",13,340
27,"Kaka-Gbain / Vaingbon",-9.36446,6.46302,"Grand Bassa","District # 3","Jeuwein","0914010012","2704",13,341
27,"Taylue",-9.41484,6.46724,"Grand Bassa","District # 3","Gbaniee","0914012032","2705",13,342
27,"Gormah",-9.41022,6.47709,"Grand Bassa","District # 3","Gbaniee","0914012032","2706",13,343
27,"Wee",-9.40851,6.48038,"Grand Bassa","District # 3","Gbaniee","0914012032","2707",13,344
27,"Duo",-9.40067,6.48852,"Grand Bassa","District # 3","Gbaniee","0914012032","2708",13,345
27,"Ceein",-9.37274,6.49147,"Grand Bassa","District # 3","Gbaniee","0914012032","2709",13,346
27,"Garmondah Village",-9.40044,6.49194,"Grand Bassa","District # 3","Gbaniee","0914012032","2710",13,347
27,"Ceezohn",-9.34804,6.51437,"Grand Bassa","District # 3","Gbaniee","0914012012","2711",13,348
27,"Desoe",-9.39043,6.51822,"Grand Bassa","District # 3","Gbaniee","0914012022","2712",13,349
27,"Saylor",-9.36392,6.52548,"Grand Bassa","District # 3","Gbaniee","0914012012","2713",13,350
28,"Wroyonwon Diasaw",-9.28712,6.38963,"Grand Bassa","District # 3","Jeuwein","0914010022","2801",13,351
28,"Moore Goffa Village /",-9.27136,6.4268,"Grand Bassa","District # 3","Jeuwein","0914010022","2802",13,352
28,"George Solo",-9.31907,6.43089,"Grand Bassa","District # 3","Jeuwein","0914010012","2803",13,353
28,"Deabaseh / Tompoe",-9.19451,6.43112,"Grand Bassa","District # 3","Jeuwein","0914010022","2804",13,354
28,"Gbor-Larsaw / Jackson",-9.23406,6.44333,"Grand Bassa","District # 3","Jeuwein","0914010022","2805",13,355
28,"Kondour",-9.26673,6.46337,"Grand Bassa","District # 3","Jeuwein","0914010012","2806",13,356
28,"Yarpoe / Robert / Zeo",-9.18332,6.52509,"Grand Bassa","District # 3","Norwein","0914011012","2807",13,357
28,"Sue",-9.21158,6.55922,"Grand Bassa","District # 3","Norwein","0914011062","2808",13,358
28,"Zeongar",-9.27589,6.57229,"Grand Bassa","District # 3","Norwein","0914011032","2809",13,359
28,"Karr's",-9.24777,6.57581,"Grand Bassa","District # 3","Norwein","0914011052","2810",13,360
28,"Boe Wesseh",-9.25951,6.57631,"Grand Bassa","District # 3","Norwein","0914011052","2811",13,361
28,"Wehgar",-9.23679,6.57655,"Grand Bassa","District # 3","Norwein","0914011052","2812",13,362
28,"Kangba",-9.19614,6.5954,"Grand Bassa","District # 3","Norwein","0914011012","2813",13,363
29,"Gblelawra",-9.76488,6.58894,"Grand Bassa","District # 2","Chan","0906010032","2901",13,364
29,"Tar",-9.78628,6.59544,"Grand Bassa","District # 2","Chan","0906010032","2902",13,365
29,"Memyo",-9.76697,6.60181,"Grand Bassa","District # 2","Chan","0906010032","2903",13,366
29,"Mepol",-9.76174,6.60424,"Grand Bassa","District # 2","Chan","0906010032","2904",13,367
29,"Gayezun /  Gaylor's",-9.77874,6.60748,"Grand Bassa","District # 2","Chan","0906010022","2905",13,368
29,"Gargbo Village",-9.76481,6.61064,"Grand Bassa","District # 2","Chan","0906010022","2906",13,369
29,"Kayar's",-9.76813,6.61748,"Grand Bassa","District # 2","Chan","0906010022","2907",13,370
29,"Willie",-9.80179,6.62171,"Grand Bassa","District # 2","Gbor","0906008052","2908",13,371
29,"Garneo Town",-9.75054,6.62724,"Grand Bassa","District # 2","Chan","0906010032","2909",13,372
29,"Sawzohn",-9.79687,6.62881,"Grand Bassa","District # 2","Gbor","0906008052","2910",13,373
29,"Juejay",-9.78579,6.64178,"Grand Bassa","District # 2","Gbor","0906008012","2911",13,374
29,"Peablah/Peayanblah",-9.77796,6.64536,"Grand Bassa","District # 2","Gbor","0906008012","2912",13,375
29,"Yeanay's",-9.75851,6.64664,"Grand Bassa","District # 2","Gbor","0906008042","2913",13,376
30,"Kaikayoh",-9.65093,6.53674,"Grand Bassa","District # 2","Boeglayn","0906007012","3001",13,377
30,"Borbawein",-9.66237,6.5614,"Grand Bassa","District # 2","Boeglayn","0906007022","3002",13,378
30,"Taye",-9.61582,6.57858,"Grand Bassa","District # 2","Boeglayn","0906007022","3003",13,379
30,"Wehngbo",-9.63959,6.58047,"Grand Bassa","District # 2","Boeglayn","0906007022","3004",13,380
30,"Dennis",-9.687,6.59934,"Grand Bassa","District # 2","Jungle","0906009032","3005",13,381
30,"Yokpo",-9.61056,6.60559,"Grand Bassa","District # 2","Boeglayn","0906007022","3006",13,382
30,"Whankai's",-9.67189,6.61159,"Grand Bassa","District # 2","Jungle","0906009032","3007",13,383
30,"James Naloo Village",-9.67494,6.62781,"Grand Bassa","District # 2","Jungle","0906009022","3008",13,384
30,"Whinee Village",-9.68086,6.62811,"Grand Bassa","District # 2","Jungle","0906009022","3009",13,385
30,"Weasay",-9.66576,6.62887,"Grand Bassa","District # 2","Jungle","0906009022","3010",13,386
30,"Daniel / Marborle",-9.69757,6.63799,"Grand Bassa","District # 2","Jungle","0906009022","3011",13,387
30,"Jumoe Town / Gomu Vil",-9.64104,6.64462,"Grand Bassa","District # 2","Jungle","0906009012","3012",13,388
30,"Malomkai's",-9.6723,6.65638,"Grand Bassa","District # 2","Jungle","0906009012","3013",13,389
